2026-05-09 22:37:48 | INFO | train | device=cuda
2026-05-09 22:37:48 | INFO | train | model=logreg (sklearn) input_dim=58 classes=10
2026-05-09 22:37:52 | INFO | train | checkpoint=D:\ML\music_genre_classification\outputs\tabular_logreg\checkpoints\model.joblib val_accuracy=0.7075 val_log_loss=0.8644675089056038
2026-05-19 22:52:33 | INFO | train | device=mps
2026-05-19 22:52:33 | INFO | train | model=logreg (sklearn) input_dim=58 classes=10
2026-05-19 22:52:34 | INFO | train | checkpoint=/Users/hieunguyen/music_genre_classification/outputs/tabular_logreg/checkpoints/model.joblib val_accuracy=0.6175 val_log_loss=1.266251068695582
2026-06-20 23:51:13 | INFO | train | device=mps
2026-06-20 23:51:13 | INFO | train | model=logreg (sklearn) input_dim=58 classes=10
2026-06-20 23:51:15 | INFO | train | checkpoint=/Users/hieunguyen/music_genre_classification/outputs/tabular_logreg/checkpoints/model.joblib val_accuracy=0.6175 val_log_loss=1.266251068695582
