2026-05-09 23:44:43 | INFO | visualize | Training curves available (generated in train stage)
2026-05-09 23:44:43 | INFO | visualize | Training curves visualization: D:\ML\music_genre_classification\outputs\mel_lstm\figures\training_curves.png
2026-05-09 23:44:43 | INFO | visualize | Confusion matrix visualization: D:\ML\music_genre_classification\outputs\mel_lstm\figures\confusion_matrix.png
2026-05-09 23:44:43 | INFO | visualize | ROC/PR curves: D:\ML\music_genre_classification\outputs\mel_lstm\figures\roc_ovr.png, D:\ML\music_genre_classification\outputs\mel_lstm\figures\pr_ovr.png
2026-05-09 23:44:43 | INFO | visualize | Model visualizations complete
2026-05-20 00:31:54 | INFO | visualize | Training curves available (generated in train stage)
2026-05-20 00:31:54 | INFO | visualize | Training curves visualization: /Users/hieunguyen/music_genre_classification/outputs/mel_lstm/figures/training_curves.png
2026-05-20 00:31:54 | INFO | visualize | Confusion matrix visualization: /Users/hieunguyen/music_genre_classification/outputs/mel_lstm/figures/confusion_matrix.png
2026-05-20 00:31:54 | INFO | visualize | ROC/PR curves: /Users/hieunguyen/music_genre_classification/outputs/mel_lstm/figures/roc_ovr.png, /Users/hieunguyen/music_genre_classification/outputs/mel_lstm/figures/pr_ovr.png
2026-05-20 00:31:54 | INFO | visualize | Model visualizations complete
